-1.572000e+001 0.000000e+000
-1.585216e+001 4.166575e+000
-1.624808e+001 8.316401e+000
-1.690618e+001 1.243280e+001
-1.782380e+001 1.649922e+001
-1.899727e+001 2.049931e+001
-2.042187e+001 2.441701e+001
-2.209186e+001 2.823656e+001
-2.399567e+001 3.193386e+001
-2.613482e+001 3.551184e+001
-2.849639e+001 3.894706e+001
-3.107091e+001 4.222573e+001
-3.384113e+001 4.532742e+001
-3.680922e+001 4.825458e+001
-3.995684e+001 5.098776e+001
-4.327133e+001 5.351599e+001
-4.673937e+001 5.582911e+001
-4.908633e+001 5.722244e+001
-5.148909e+001 5.851717e+001
-5.394351e+001 5.971106e+001
-5.644537e+001 6.080206e+001
-5.899035e+001 6.178829e+001
-6.157407e+001 6.266804e+001
-6.419207e+001 6.343981e+001
-6.683985e+001 6.410226e+001
-6.998508e+001 6.473981e+001
-1.395130e+002 7.700000e+001
