-0.0 0.0
-1.42108547152e-14 3.38249393772e-15
-0.00194377694093 0.498995200703
-0.00775537353476 0.997960343712
-0.0174344405971 1.49686544917
-0.0309803965702 1.99568054084
-0.048392427558 2.49437564786
-0.0696694873748 2.99292080662
-0.0948102976082 3.49128606248
-0.123813347696 3.98944147165
-0.156676895017 4.4873571029
-0.193398964996 4.98500303946
-0.233977351221 5.48234938072
-0.278409615578 5.97936624409
-0.326693088396 6.47602376678
-0.378824868606 6.97229210759
-0.43480182392 7.46814144869
-0.494620591015 7.96354199743
-0.558277575735 8.45846398814
-0.62576895331 8.95287768389
-0.697090668583 9.4467533783
-0.772238436256 9.9400613973
-0.851207741145 10.4327721009
-0.933993838452 10.9248558851
-1.02059175405 11.4162831835
-1.11099628479 11.9070244692
-1.2052019988 12.3970502563
-1.30320323581 12.8863311022
-1.40499410751 13.3748376088
-1.51056849789 13.8625404248
-1.61992006361 14.3494102468
-1.73304223439 14.835417822
-1.84992821338 15.3205339488
-1.9705709776 15.8047294796
-2.09496327835 16.2879753219
-2.22309764162 16.7702424403
-2.35496636858 17.2515018584
-2.49056153602 17.73172466
-2.62987499684 18.2108819914
-2.77289838051 18.6889450628
-2.91962309361 19.1658851504
-3.07004032032 19.6416735976
-3.22414102296 20.1162818172
-3.38191594253 20.5896812926
-3.54335559928 21.0618435802
-3.70845029325 21.5327403105
-3.87719010488 22.0023431902
-4.0495648956 22.4706240035
-4.22556430843 22.9375546142
-4.40517776861 23.4031069674
-4.58839448422 23.8672530906
-4.77520344688 24.3299650961
-4.96559343232 24.7912151824
-5.15955300115 25.2509756355
-5.35707049949 25.7092188312
-5.55813405969 26.1659172365
-5.76273160102 26.6210434109
-5.97085083043 27.0745700088
-6.18247924328 27.5264697802
-6.39760412406 27.9767155734
-6.61621254721 28.4252803357
-6.83829137783 28.8721371154
-7.06382727252 29.3172590636
-7.29280668018 29.7606194356
-7.52521584279 30.2021915925
-7.76104079626 30.6419490028
-8.00026737126 31.0798652441
-8.2428811941 31.5159140046
-8.48886768754 31.9500690848
-8.73821207171 32.3823043988
-8.990899365 32.8125939762
-9.24691438492 33.2409119634
-9.50624174905 33.6672326254
-9.76886587594 34.091530347
-10.0347709861 34.5137796347
-10.3039411028 34.9339551181
-10.5763600532 35.3520315514
-10.8520114694 35.7679838147
-11.130878789 36.181786916
-11.4129452565 36.5934159923
-11.6981939243 37.0028463113
-11.9866076535 37.4100532727
-12.278169115 37.8150124099
-12.5728607905 38.2176993912
-12.8706649739 38.6180900217
-13.1715637718 39.0161602442
-13.475539105 39.411886141
-13.7825727095 39.8052439353
-14.0926461373 40.1962099926
-14.4057407581 40.584760822
-14.7218377598 40.9708730778
-15.04091815 41.3545235609
-15.3629627571 41.7356892199
-15.6879522314 42.1143471529
-16.0158670461 42.4904746085
-16.3466874988 42.8640489876
-16.6803937125 43.2350478441
-17.0169656366 43.603448887
-17.3563830487 43.9692299814
-17.6986255552 44.3323691494
-18.0436725926 44.6928445723
-18.3915034293 45.0506345913
-18.742097166 45.4057177089
-19.0954327377 45.7580725901
-19.4514889146 46.1076780642
-19.8102443034 46.4545131253
-20.1716773485 46.7985569343
-20.5357663336 47.1397888195
-20.9024893828 47.4781882785
-21.2718244618 47.8137349787
-21.6437493795 48.1464087591
-22.0182417891 48.4761896314
-22.3952791896 48.8030577809
-22.7748389271 49.1269935682
-23.1568981961 49.4479775298
-23.5414340408 49.7659903797
-23.9284233568 50.0810130104
-24.3178428923 50.3930264941
-24.7096692493 50.7020120837
-25.1038788852 51.0079512141
-25.5004481145 51.3108255032
-25.8993531095 51.6106167532
-26.3005699024 51.9073069513
-26.7040743866 52.2008782712
-27.1098423177 52.4913130739
-27.5178493157 52.778593909
-27.9280708658 53.0627035154
-28.3404823202 53.3436248226
-28.7550588996 53.6213409518
-29.1717756945 53.8958352167
-29.5906076669 54.1670911245
-30.0115296516 54.435092377
-30.434516358 54.6998228717
-30.8595423712 54.9612667025
-31.2865821541 55.2194081607
-31.7156100482 55.4742317362
-32.1466002759 55.7257221182
-32.5795269415 55.973864196
-33.0143640331 56.2186430603
-33.4510854237 56.4600440038
-33.8896648736 56.6980525221
-34.3300760309 56.9326543148
-34.772292434 57.1638352859
-35.2162875128 57.3915815451
-35.6620345902 57.6158794087
-36.1095068839 57.8367153997
-36.558677508 58.0540762496
-37.0095194744 58.2679488984
-37.4620056948 58.4783204957
-37.9161089819 58.6851784015
-38.3718020514 58.8885101871
-38.8290575234 59.0883036354
-39.287847924 59.2845467419
-39.7481456873 59.4772277157
-40.2099231568 59.6663349796
-40.673152587 59.8518571714
-41.1378061451 60.033783144
-41.6038559129 60.2121019667
-42.0712738883 60.3868029253
-42.5400319867 60.557875523
-43.0101020435 60.7253094812
-43.4814558147 60.8890947397
-43.9540649797 61.0492214577
-44.427901142 61.205680014
-44.9029358317 61.3584610081
-45.3791405069 61.5075552601
-45.856486555 61.652953812
-46.3349452954 61.7946479275
-46.8144879802 61.9326290932
-47.2950857965 62.0668890185
-47.7767098681 62.1974196366
-48.259331257 62.3242131046
-48.7429209654 62.4472618043
-49.2274499373 62.5665583424
-49.7128890601 62.6820955512
-50.1992091668 62.7938664886
-50.6863810372 62.901864439
-51.1743754001 63.0060829134
-51.6631629347 63.10651565
-52.1527142727 63.2031566144
-52.643 63.296
