-1.622000e+001 0.000000e+000
-1.635251e+001 4.156661e+000
-1.674827e+001 8.286521e+000
-1.740568e+001 1.238288e+001
-1.832209e+001 1.642919e+001
-1.949378e+001 2.040907e+001
-2.091976e+001 2.431573e+001
-2.258739e+001 2.811459e+001
-2.449308e+001 3.179980e+001
-2.663452e+001 3.536486e+001
-2.899277e+001 3.877821e+001
-3.156318e+001 4.203480e+001
-3.433534e+001 4.512146e+001
-3.729806e+001 4.802571e+001
-4.043936e+001 5.073581e+001
-4.374653e+001 5.324080e+001
-4.721472e+001 5.553581e+001
-4.953236e+001 5.690028e+001
-5.190426e+001 5.816809e+001
-5.432639e+001 5.933708e+001
-5.679464e+001 6.040526e+001
-5.931421e+001 6.137422e+001
-6.186217e+001 6.223513e+001
-6.444344e+001 6.299032e+001
-6.705364e+001 6.363849e+001
-7.007208e+001 6.424781e+001
-1.405130e+002 7.666900e+001
